id,EAP,HPL,MWS
id02310,0.08275686949491501,0.026801785454154015,0.8904412984848022
id24541,0.9943169951438904,0.00560619356110692,7.68447425798513e-05
id00134,0.030389541760087013,0.9678595662117004,0.0017509316094219685
id27757,0.8211889266967773,0.17808355391025543,0.0007275215466506779
id04081,0.8824226260185242,0.06798921525478363,0.0495881550014019
id27337,0.9680385589599609,0.029955843463540077,0.0020055663771927357
id24265,0.9456177353858948,0.034241147339344025,0.020141197368502617
id25917,0.05529404804110527,0.391448974609375,0.5532569289207458
id04951,0.9985095858573914,0.0014127902686595917,7.75962762418203e-05
id14549,0.8855338096618652,0.020647864788770676,0.09381826967000961
id22505,0.0034590058494359255,0.08893764019012451,0.9076033234596252
id24002,0.0006550566758960485,0.9992534518241882,9.146310185315087e-05
id18982,0.0323362722992897,0.28482159972190857,0.6828421354293823
id15181,0.022274302318692207,0.9764509201049805,0.001274745212867856
id21888,0.6911767721176147,0.10963362455368042,0.19918955862522125
id12035,0.022276269271969795,0.003745214780792594,0.9739785194396973
id17991,0.44362586736679077,0.029948560521006584,0.5264256000518799
id10707,0.9998594522476196,8.606774645159021e-05,5.445065107778646e-05
id07101,0.38681143522262573,0.06821319460868835,0.5449753403663635
id00345,0.8341342806816101,0.139240562915802,0.026625124737620354
id05912,0.8460561633110046,0.03702520206570625,0.11691863089799881
id13443,0.962412416934967,0.009248776361346245,0.028338849544525146
id09248,0.2508305013179779,0.16573181748390198,0.5834376215934753
id17542,0.25266507267951965,0.6718496680259705,0.07548528164625168
id06995,0.011571116745471954,0.0019827077630907297,0.9864461421966553
id25159,0.46276766061782837,0.02225024811923504,0.5149821043014526
id25729,0.7381173968315125,0.22707855701446533,0.03480406850576401
id26949,0.7483881711959839,0.06947856396436691,0.1821332722902298
id27191,0.521945059299469,0.0036256553139537573,0.47442924976348877
id07668,0.06000214442610741,0.0008541748393326998,0.939143717288971
id02230,0.036315180361270905,0.11287947744131088,0.8508053421974182
id15553,0.999581515789032,8.670593524584547e-05,0.0003317644295748323
id25688,0.0013833824777975678,0.9973338842391968,0.001282703597098589
id17545,0.9279714822769165,0.06412871927022934,0.00789983943104744
id13929,0.22780346870422363,0.5121909976005554,0.26000556349754333
id12880,0.6053022742271423,0.22605811059474945,0.168639674782753
id19282,0.3272266685962677,0.5839052200317383,0.08886811137199402
id14690,0.007104320451617241,0.0055890073999762535,0.9873067140579224
id17975,0.07969482988119125,0.9043453335762024,0.015959901735186577
id08037,0.9819321632385254,0.009801208041608334,0.00826672650873661
id15412,0.2235541045665741,0.015418651513755322,0.7610272765159607
id25032,0.5489930510520935,0.07759165018796921,0.3734152913093567
id27165,0.9947975873947144,0.003023589961230755,0.0021788915619254112
id03327,0.8355061411857605,0.10019072145223618,0.06430311501026154
id18515,0.9851765632629395,0.005357317626476288,0.009466086514294147
id21003,0.1553976684808731,0.021284552291035652,0.8233177661895752
id23855,0.007817470468580723,0.9170194864273071,0.07516306638717651
id20724,0.7138875126838684,0.13194727897644043,0.15416525304317474
id13303,0.7228032946586609,0.01482281181961298,0.2623739242553711
id16521,0.005544655025005341,0.3686941862106323,0.6257611513137817
id20775,0.9995077848434448,0.00037183842505328357,0.00012034859537379816
id13029,0.9885064363479614,0.0032884208485484123,0.008205140940845013
id14660,0.7763011455535889,0.18109551072120667,0.04260330647230148
id11028,0.026778796687722206,0.0007367234793491662,0.9724844694137573
id14180,0.9911876916885376,0.0073211584240198135,0.0014911912148818374
id25860,0.9997724890708923,0.00019441868062131107,3.316786023788154e-05
id11910,0.29189082980155945,0.024065200239419937,0.6840440034866333
id08065,0.14758449792861938,0.038660913705825806,0.8137546181678772
id22674,0.002554816659539938,0.0021694020833820105,0.9952757358551025
id25018,0.6681836843490601,0.004339184612035751,0.32747703790664673
id10892,0.02818317897617817,0.9690584540367126,0.0027584019117057323
id10217,0.48917508125305176,0.5088372826576233,0.00198765704408288
id12996,0.34497568011283875,0.10588525980710983,0.5491390228271484
id18262,0.9855351448059082,0.00664986576884985,0.007815019227564335
id08606,0.003065794240683317,0.9936063289642334,0.0033278909977525473
id17233,0.7382603883743286,0.07740256935358047,0.18433696031570435
id00101,0.8659114241600037,0.08475013822317123,0.04933840408921242
id12225,0.8428499102592468,0.08924344182014465,0.06790658831596375
id01364,0.10893741250038147,0.8820664286613464,0.008996155112981796
id24973,0.9050524234771729,0.003518865443766117,0.0914287120103836
id25363,0.9778427481651306,7.017992902547121e-05,0.022087009623646736
id10061,0.7856557965278625,0.058907780796289444,0.15543648600578308
id17673,0.43105995655059814,0.34827643632888794,0.22066360712051392
id13249,0.3576171398162842,0.10911890864372253,0.5332639813423157
id10107,0.0035345328506082296,0.0008836803608573973,0.9955818057060242
id04403,0.9964698553085327,0.00023395511379931122,0.0032961303368210793
id25728,0.9839491248130798,0.006798069458454847,0.00925276055932045
id16184,0.2811671197414398,0.09860141575336456,0.6202314496040344
id03438,0.07161355763673782,0.0003988482931163162,0.9279876351356506
id22923,0.07020667940378189,0.9232521653175354,0.006541186012327671
id08610,0.9927598237991333,0.0017725700745359063,0.005467601586133242
id25355,0.3097078502178192,0.07460878044366837,0.615683376789093
id16916,0.6172451972961426,0.35192617774009705,0.03082858957350254
id12793,0.01776677556335926,0.9785361886024475,0.0036970211658626795
id11859,0.71454256772995,0.0142127126455307,0.27124473452568054
id02434,0.9998875856399536,9.928360668709502e-05,1.3122700693202205e-05
id27703,0.012807922437787056,0.0038029844872653484,0.9833890795707703
id25212,0.039291154593229294,0.957184910774231,0.003523881547152996
id11308,0.10724931955337524,0.3254035711288452,0.5673471093177795
id26094,0.9717162847518921,0.025656530633568764,0.0026271878741681576
id22080,0.5753326416015625,0.4150734543800354,0.009593848139047623
id03545,0.8557970523834229,0.14174991846084595,0.002453004475682974
id23725,0.0015573730925098062,0.013216082006692886,0.985226571559906
id12009,0.9287031888961792,0.05723480135202408,0.014062022790312767
id24241,0.32466062903404236,0.21297059953212738,0.46236884593963623
id03596,0.03177047520875931,0.9642214775085449,0.004008085001260042
id10749,0.03702403977513313,0.9377257823944092,0.025250151753425598
id22794,0.0004349896335043013,0.0021407264284789562,0.9974243640899658
id15482,0.04711083695292473,0.4780607223510742,0.47482842206954956
id04833,0.9736072421073914,0.02279171720147133,0.003600993426516652
id00397,0.0032143641728907824,2.3762228011037223e-05,0.9967617988586426
id14691,0.0034801578149199486,0.0019180721137672663,0.994601845741272
id05193,0.09043477475643158,0.01004852820187807,0.899516761302948
id19541,0.996980607509613,0.00264739990234375,0.00037204872933216393
id22166,0.00016402898472733796,0.00022490238188765943,0.9996110796928406
id20744,0.008550980128347874,0.0005414254264906049,0.9909076690673828
id10392,1.6870031686266884e-05,2.7756319468608126e-05,0.999955415725708
id00770,0.9906400442123413,0.005660052876919508,0.0036998242139816284
id06018,0.11757715046405792,0.8585801720619202,0.02384275570511818
id15678,0.61512291431427,0.003694866318255663,0.3811821937561035
id08305,0.8829435110092163,0.10130278766155243,0.015753701329231262
id08903,0.6340311169624329,0.013389501720666885,0.35257935523986816
id14752,0.6426766514778137,0.3493994474411011,0.007923964411020279
id12468,0.019175054505467415,0.9799233078956604,0.0009015401010401547
id05085,0.6467111706733704,0.2737106382846832,0.07957828044891357
id21993,0.3176437020301819,0.01047760620713234,0.6718786954879761
id15503,0.9397600889205933,0.05521025136113167,0.0050295875407755375
id03021,7.731708137725946e-06,0.9988800883293152,0.0011121754068881273
id16123,0.9996094107627869,0.0003349314210936427,5.567920015892014e-05
id19383,0.9985082745552063,0.0009473821264691651,0.000544284877832979
id04186,0.9981886744499207,0.0004005343362223357,0.0014107328606769443
id17954,0.00020081823458895087,3.114036371698603e-05,0.999768078327179
id12030,0.3671995997428894,0.01542478334158659,0.6173756718635559
id13020,0.9406318068504333,0.055704325437545776,0.0036639119498431683
id25327,0.0044394731521606445,0.9938719272613525,0.001688606571406126
id16344,0.03006504662334919,0.031376056373119354,0.9385589361190796
id12303,0.2149318903684616,0.7653185725212097,0.019749488681554794
id15017,0.9976814985275269,0.0022800257429480553,3.847310654236935e-05
id22308,0.25757673382759094,0.023236507549881935,0.7191867828369141
id06536,0.006479510571807623,0.30812153220176697,0.6853989362716675
id19797,0.060031384229660034,0.8946196436882019,0.04534896835684776
id06332,0.7657214403152466,0.15557190775871277,0.07870664447546005
id22941,0.07143980264663696,0.3901980221271515,0.5383621454238892
id13547,0.0028589412104338408,0.13303464651107788,0.8641064763069153
id06928,0.013610619120299816,0.000661615515127778,0.9857277274131775
id12521,0.7135992050170898,0.24738793075084686,0.03901280090212822
id25716,0.6986626982688904,0.014386114664375782,0.2869511842727661
