id,EAP,HPL,MWS
id02310,0.05387500673532486,0.019700782373547554,0.9264242053031921
id24541,0.9969619512557983,0.0029690705705434084,6.896687409607694e-05
id00134,0.018646812066435814,0.9799721240997314,0.001381091307848692
id27757,0.9059877395629883,0.09325134009122849,0.0007609181338921189
id04081,0.7150273323059082,0.1831284463405609,0.10184425860643387
id27337,0.8963552713394165,0.0970534235239029,0.006591257639229298
id24265,0.919916033744812,0.05838819965720177,0.02169576846063137
id25917,0.07051193714141846,0.43322914838790894,0.4962589144706726
id04951,0.9988394975662231,0.0010837879963219166,7.67375313444063e-05
id14549,0.8616243600845337,0.022861439734697342,0.11551420390605927
id22505,0.008969089016318321,0.05224994570016861,0.9387809038162231
id24002,0.0007209382019937038,0.9991627931594849,0.00011629871733020991
id18982,0.03578725829720497,0.26674434542655945,0.6974684000015259
id15181,0.013776838779449463,0.9852451682090759,0.000977970426902175
id21888,0.7542387247085571,0.09424059092998505,0.15152062475681305
id12035,0.033612318336963654,0.007680218201130629,0.9587074518203735
id17991,0.25840872526168823,0.02316475287079811,0.7184265851974487
id10707,0.9997718930244446,0.00016233648057095706,6.575311272172257e-05
id07101,0.5841161012649536,0.05925440043210983,0.35662946105003357
id00345,0.7612252831459045,0.2189517319202423,0.019822970032691956
id05912,0.8658856153488159,0.039264485239982605,0.09484989941120148
id13443,0.8345141410827637,0.08740177005529404,0.07808410376310349
id09248,0.2619561553001404,0.1368563026189804,0.6011875867843628
id17542,0.2794206738471985,0.6583124399185181,0.06226690858602524
id06995,0.0099563580006361,0.0016633577179163694,0.9883803129196167
id25159,0.494953989982605,0.03575831651687622,0.4692876935005188
id25729,0.7099865674972534,0.23520424962043762,0.054809242486953735
id26949,0.7624567747116089,0.12379452586174011,0.1137487068772316
id27191,0.32550567388534546,0.008251376450061798,0.6662429571151733
id07668,0.06174232065677643,0.0032759266905486584,0.9349818229675293
id02230,0.02796952985227108,0.06199583038687706,0.9100346565246582
id15553,0.999648928642273,0.00014174627722240984,0.00020931113976985216
id25688,0.0018144987989217043,0.99717116355896,0.0010142894461750984
id17545,0.8846760392189026,0.10569591820240021,0.009628068655729294
id13929,0.25803303718566895,0.33865875005722046,0.4033082127571106
id12880,0.4723350703716278,0.1659611165523529,0.3617038428783417
id19282,0.46899938583374023,0.44718658924102783,0.08381405472755432
id14690,0.010884196497499943,0.006489833351224661,0.9826259613037109
id17975,0.060680367052555084,0.9143650531768799,0.024954572319984436
id08037,0.9883712530136108,0.0065255919471383095,0.005103184375911951
id15412,0.2646886110305786,0.02418803982436657,0.7111234068870544
id25032,0.5083143711090088,0.08555390685796738,0.40613171458244324
id27165,0.9934473633766174,0.0038825918454676867,0.0026701074093580246
